# MAd/MH = 0.00642, MPAH/MH = 0.000659, Md/MH = 0.00708
# lambda   C_abs^PAH/H C_abs^Ad/H  C_sca^PAH/H C_sca^Ad/H  C_ext^PAH/H C_ext^Ad/H  C_ext^total/H  Albedo
# [um]     [cm^2/H]    [cm^2/H]    [cm^2/H]    [cm^2/H]    [cm^2/H]    [cm^2/H]    [cm^2/H]
1.0000e-01 6.3708e-22 5.9689e-22 8.3263e-24 2.2781e-22 6.4541e-22 8.2469e-22 1.4701e-21 1.6062e-01
1.0127e-01 6.1581e-22 5.9002e-22 7.5208e-24 2.2703e-22 6.2334e-22 8.1706e-22 1.4404e-21 1.6284e-01
1.0256e-01 5.9494e-22 5.8291e-22 6.7651e-24 2.2627e-22 6.0170e-22 8.0918e-22 1.4109e-21 1.6517e-01
1.0386e-01 5.7460e-22 5.7566e-22 6.0979e-24 2.2558e-22 5.8069e-22 8.0124e-22 1.3819e-21 1.6765e-01
1.0518e-01 5.5485e-22 5.6818e-22 5.5445e-24 2.2493e-22 5.6040e-22 7.9311e-22 1.3535e-21 1.7028e-01
1.0652e-01 5.3565e-22 5.6042e-22 5.1171e-24 2.2427e-22 5.4076e-22 7.8469e-22 1.3255e-21 1.7306e-01
1.0787e-01 5.1676e-22 5.5235e-22 4.8067e-24 2.2358e-22 5.2157e-22 7.7594e-22 1.2975e-21 1.7602e-01
1.0924e-01 4.9787e-22 5.4393e-22 4.5732e-24 2.2283e-22 5.0244e-22 7.6676e-22 1.2692e-21 1.7917e-01
1.1063e-01 4.7872e-22 5.3525e-22 4.3514e-24 2.2205e-22 4.8307e-22 7.5730e-22 1.2404e-21 1.8253e-01
1.1203e-01 4.5933e-22 5.2641e-22 4.0852e-24 2.2127e-22 4.6341e-22 7.4768e-22 1.2111e-21 1.8608e-01
1.1346e-01 4.4002e-22 5.1768e-22 3.7607e-24 2.2058e-22 4.4379e-22 7.3825e-22 1.1820e-21 1.8979e-01
1.1490e-01 4.2119e-22 5.0911e-22 3.3995e-24 2.1999e-22 4.2459e-22 7.2910e-22 1.1537e-21 1.9363e-01
1.1636e-01 4.0309e-22 4.9999e-22 3.0377e-24 2.1936e-22 4.0613e-22 7.1936e-22 1.1255e-21 1.9760e-01
1.1783e-01 3.8584e-22 4.9033e-22 2.6987e-24 2.1870e-22 3.8854e-22 7.0903e-22 1.0976e-21 2.0172e-01
1.1933e-01 3.6942e-22 4.8049e-22 2.3922e-24 2.1802e-22 3.7181e-22 6.9851e-22 1.0703e-21 2.0593e-01
1.2085e-01 3.5380e-22 4.7051e-22 2.1201e-24 2.1733e-22 3.5592e-22 6.8785e-22 1.0438e-21 2.1025e-01
1.2238e-01 3.3894e-22 4.6045e-22 1.8807e-24 2.1663e-22 3.4082e-22 6.7708e-22 1.0179e-21 2.1467e-01
1.2394e-01 3.2482e-22 4.5045e-22 1.6705e-24 2.1588e-22 3.2649e-22 6.6633e-22 9.9282e-22 2.1912e-01
1.2551e-01 3.1141e-22 4.4065e-22 1.4861e-24 2.1506e-22 3.1289e-22 6.5571e-22 9.6860e-22 2.2357e-01
1.2711e-01 2.9869e-22 4.3093e-22 1.3238e-24 2.1429e-22 3.0001e-22 6.4522e-22 9.4523e-22 2.2811e-01
1.2872e-01 2.8666e-22 4.2126e-22 1.1808e-24 2.1360e-22 2.8784e-22 6.3486e-22 9.2270e-22 2.3278e-01
1.3036e-01 2.7139e-22 4.1168e-22 1.0544e-24 2.1301e-22 2.7244e-22 6.2470e-22 8.9714e-22 2.3861e-01
1.3201e-01 2.6237e-22 4.0253e-22 9.4237e-25 2.1267e-22 2.6331e-22 6.1519e-22 8.7850e-22 2.4315e-01
1.3369e-01 2.5416e-22 3.9330e-22 8.4278e-25 2.1234e-22 2.5500e-22 6.0565e-22 8.6065e-22 2.4770e-01
1.3539e-01 2.4672e-22 3.8392e-22 7.5407e-25 2.1203e-22 2.4747e-22 5.9595e-22 8.4343e-22 2.5229e-01
1.3711e-01 2.4003e-22 3.7438e-22 6.7492e-25 2.1175e-22 2.4070e-22 5.8613e-22 8.2683e-22 2.5692e-01
1.3885e-01 2.3405e-22 3.6411e-22 6.0421e-25 2.1150e-22 2.3465e-22 5.7560e-22 8.1025e-22 2.6177e-01
1.4061e-01 2.2876e-22 3.5330e-22 5.4096e-25 2.1126e-22 2.2930e-22 5.6456e-22 7.9386e-22 2.6679e-01
1.4240e-01 2.2415e-22 3.4260e-22 4.8438e-25 2.1106e-22 2.2463e-22 5.5366e-22 7.7830e-22 2.7181e-01
1.4421e-01 2.2019e-22 3.3195e-22 4.3378e-25 2.1095e-22 2.2062e-22 5.4290e-22 7.6353e-22 2.7685e-01
1.4604e-01 2.1687e-22 3.2131e-22 3.8855e-25 2.1095e-22 2.1726e-22 5.3226e-22 7.4951e-22 2.8197e-01
1.4790e-01 2.1418e-22 3.1078e-22 3.4819e-25 2.1101e-22 2.1453e-22 5.2179e-22 7.3632e-22 2.8705e-01
1.4978e-01 2.1217e-22 3.0067e-22 3.1231e-25 2.1126e-22 2.1248e-22 5.1192e-22 7.2440e-22 2.9206e-01
1.5168e-01 2.1078e-22 2.9089e-22 2.8053e-25 2.1174e-22 2.1106e-22 5.0263e-22 7.1369e-22 2.9708e-01
1.5361e-01 2.1001e-22 2.8129e-22 2.5256e-25 2.1254e-22 2.1027e-22 4.9384e-22 7.0410e-22 3.0222e-01
1.5556e-01 2.0988e-22 2.7201e-22 2.2815e-25 2.1368e-22 2.1011e-22 4.8569e-22 6.9580e-22 3.0743e-01
1.5753e-01 2.1040e-22 2.6331e-22 2.0709e-25 2.1514e-22 2.1061e-22 4.7845e-22 6.8906e-22 3.1253e-01
1.5954e-01 2.1158e-22 2.5491e-22 1.8919e-25 2.1707e-22 2.1176e-22 4.7198e-22 6.8375e-22 3.1775e-01
1.6156e-01 2.1344e-22 2.4671e-22 1.7429e-25 2.1952e-22 2.1361e-22 4.6622e-22 6.7983e-22 3.2315e-01
1.6361e-01 2.1601e-22 2.3853e-22 1.6223e-25 2.2256e-22 2.1617e-22 4.6109e-22 6.7727e-22 3.2886e-01
1.6569e-01 2.1934e-22 2.3075e-22 1.5279e-25 2.2604e-22 2.1949e-22 4.5679e-22 6.7628e-22 3.3447e-01
1.6780e-01 2.2345e-22 2.2399e-22 1.4575e-25 2.2951e-22 2.2360e-22 4.5350e-22 6.7710e-22 3.3917e-01
1.6993e-01 2.2845e-22 2.1750e-22 1.4093e-25 2.3323e-22 2.2859e-22 4.5073e-22 6.7933e-22 3.4354e-01
1.7209e-01 2.3425e-22 2.1119e-22 1.3809e-25 2.3721e-22 2.3439e-22 4.4841e-22 6.8279e-22 3.4762e-01
1.7427e-01 2.4086e-22 2.0516e-22 1.3707e-25 2.4132e-22 2.4100e-22 4.4648e-22 6.8748e-22 3.5122e-01
1.7649e-01 2.4844e-22 1.9925e-22 1.3795e-25 2.4558e-22 2.4857e-22 4.4483e-22 6.9340e-22 3.5436e-01
1.7873e-01 2.5713e-22 1.9270e-22 1.4097e-25 2.5059e-22 2.5727e-22 4.4329e-22 7.0055e-22 3.5790e-01
1.8100e-01 2.6712e-22 1.8549e-22 1.4649e-25 2.5638e-22 2.6727e-22 4.4187e-22 7.0914e-22 3.6174e-01
1.8330e-01 2.7864e-22 1.7827e-22 1.5490e-25 2.6236e-22 2.7879e-22 4.4063e-22 7.1942e-22 3.6490e-01
1.8563e-01 2.9191e-22 1.7118e-22 1.6660e-25 2.6848e-22 2.9208e-22 4.3966e-22 7.3174e-22 3.6713e-01
1.8799e-01 3.0719e-22 1.6442e-22 1.8196e-25 2.7454e-22 3.0737e-22 4.3896e-22 7.4633e-22 3.6810e-01
1.9038e-01 3.2474e-22 1.5793e-22 2.0135e-25 2.8032e-22 3.2494e-22 4.3825e-22 7.6319e-22 3.6756e-01
1.9279e-01 3.4483e-22 1.5391e-22 2.2509e-25 2.8399e-22 3.4506e-22 4.3790e-22 7.8296e-22 3.6300e-01
1.9524e-01 3.6772e-22 1.5098e-22 2.5344e-25 2.8687e-22 3.6798e-22 4.3785e-22 8.0583e-22 3.5631e-01
1.9772e-01 3.9336e-22 1.4855e-22 2.8635e-25 2.8912e-22 3.9364e-22 4.3767e-22 8.3131e-22 3.4813e-01
2.0024e-01 4.2153e-22 1.4664e-22 3.2368e-25 2.9078e-22 4.2186e-22 4.3741e-22 8.5927e-22 3.3877e-01
2.0278e-01 4.5165e-22 1.4540e-22 3.6495e-25 2.9196e-22 4.5201e-22 4.3736e-22 8.8937e-22 3.2868e-01
2.0536e-01 4.8257e-22 1.4480e-22 4.0925e-25 2.9251e-22 4.8298e-22 4.3731e-22 9.2029e-22 3.1829e-01
2.0797e-01 5.1250e-22 1.4371e-22 4.5512e-25 2.9333e-22 5.1295e-22 4.3704e-22 9.4999e-22 3.0925e-01
2.1061e-01 5.3897e-22 1.4204e-22 5.0057e-25 2.9473e-22 5.3947e-22 4.3676e-22 9.7623e-22 3.0241e-01
2.1328e-01 5.5917e-22 1.4050e-22 5.4310e-25 2.9610e-22 5.5971e-22 4.3659e-22 9.9631e-22 2.9774e-01
2.1599e-01 5.7047e-22 1.3900e-22 5.8003e-25 2.9731e-22 5.7105e-22 4.3631e-22 1.0074e-21 2.9571e-01
2.1874e-01 5.7118e-22 1.3752e-22 6.0883e-25 2.9838e-22 5.7179e-22 4.3590e-22 1.0077e-21 2.9670e-01
2.2152e-01 5.6038e-22 1.3614e-22 6.2679e-25 2.9940e-22 5.6101e-22 4.3554e-22 9.9655e-22 3.0106e-01
2.2433e-01 5.4023e-22 1.3492e-22 6.3362e-25 3.0034e-22 5.4086e-22 4.3525e-22 9.7611e-22 3.0834e-01
2.2718e-01 5.1340e-22 1.3371e-22 6.2972e-25 3.0112e-22 5.1403e-22 4.3483e-22 9.4886e-22 3.1801e-01
2.3007e-01 4.8272e-22 1.3249e-22 6.1623e-25 3.0178e-22 4.8334e-22 4.3427e-22 9.1760e-22 3.2955e-01
2.3299e-01 4.5070e-22 1.3133e-22 5.9492e-25 3.0240e-22 4.5130e-22 4.3373e-22 8.8502e-22 3.4236e-01
2.3595e-01 4.1922e-22 1.3025e-22 5.6777e-25 3.0296e-22 4.1979e-22 4.3321e-22 8.5300e-22 3.5583e-01
2.3895e-01 3.8951e-22 1.2916e-22 5.3672e-25 3.0342e-22 3.9004e-22 4.3258e-22 8.2262e-22 3.6949e-01
2.4198e-01 3.6220e-22 1.2803e-22 5.0346e-25 3.0381e-22 3.6271e-22 4.3184e-22 7.9455e-22 3.8300e-01
2.4506e-01 3.3758e-22 1.2694e-22 4.6935e-25 3.0416e-22 3.3805e-22 4.3110e-22 7.6915e-22 3.9606e-01
2.4817e-01 3.1563e-22 1.2592e-22 4.3541e-25 3.0446e-22 3.1606e-22 4.3038e-22 7.4644e-22 4.0846e-01
2.5132e-01 2.9624e-22 1.2497e-22 4.0232e-25 3.0460e-22 2.9664e-22 4.2957e-22 7.2621e-22 4.1999e-01
2.5451e-01 2.7919e-22 1.2399e-22 3.7061e-25 3.0464e-22 2.7956e-22 4.2863e-22 7.0819e-22 4.3069e-01
2.5775e-01 2.6418e-22 1.2301e-22 3.4064e-25 3.0466e-22 2.6452e-22 4.2767e-22 6.9219e-22 4.4064e-01
2.6102e-01 2.5096e-22 1.2205e-22 3.1256e-25 3.0465e-22 2.5127e-22 4.2670e-22 6.7797e-22 4.4982e-01
2.6434e-01 2.3930e-22 1.2111e-22 2.8646e-25 3.0456e-22 2.3958e-22 4.2567e-22 6.6525e-22 4.5824e-01
2.6770e-01 2.2899e-22 1.2013e-22 2.6232e-25 3.0440e-22 2.2926e-22 4.2453e-22 6.5379e-22 4.6600e-01
2.7110e-01 2.1987e-22 1.1915e-22 2.4012e-25 3.0420e-22 2.2011e-22 4.2335e-22 6.4346e-22 4.7313e-01
2.7454e-01 2.1177e-22 1.1818e-22 2.1977e-25 3.0397e-22 2.1199e-22 4.2215e-22 6.3414e-22 4.7969e-01
2.7803e-01 2.0455e-22 1.1722e-22 2.0119e-25 3.0369e-22 2.0475e-22 4.2092e-22 6.2567e-22 4.8571e-01
2.8156e-01 1.9811e-22 1.1625e-22 1.8427e-25 3.0331e-22 1.9829e-22 4.1956e-22 6.1785e-22 4.9121e-01
2.8514e-01 1.9234e-22 1.1525e-22 1.6889e-25 3.0290e-22 1.9251e-22 4.1815e-22 6.1066e-22 4.9630e-01
2.8876e-01 1.8718e-22 1.1426e-22 1.5495e-25 3.0244e-22 1.8734e-22 4.1671e-22 6.0404e-22 5.0095e-01
2.9243e-01 1.8253e-22 1.1330e-22 1.4232e-25 3.0192e-22 1.8267e-22 4.1521e-22 5.9788e-22 5.0521e-01
2.9614e-01 1.7832e-22 1.1231e-22 1.3088e-25 3.0132e-22 1.7845e-22 4.1363e-22 5.9208e-22 5.0914e-01
2.9991e-01 1.7451e-22 1.1131e-22 1.2053e-25 3.0066e-22 1.7463e-22 4.1197e-22 5.8660e-22 5.1275e-01
3.0372e-01 1.7042e-22 1.1031e-22 1.1117e-25 2.9996e-22 1.7053e-22 4.1028e-22 5.8081e-22 5.1665e-01
3.0758e-01 1.6553e-22 1.0934e-22 1.0269e-25 2.9922e-22 1.6563e-22 4.0855e-22 5.7418e-22 5.2130e-01
3.1148e-01 1.6051e-22 1.0835e-22 9.5022e-26 2.9840e-22 1.6060e-22 4.0675e-22 5.6736e-22 5.2612e-01
3.1544e-01 1.5561e-22 1.0735e-22 8.8072e-26 2.9754e-22 1.5570e-22 4.0488e-22 5.6058e-22 5.3092e-01
3.1945e-01 1.5083e-22 1.0635e-22 8.1771e-26 2.9660e-22 1.5092e-22 4.0296e-22 5.5387e-22 5.3566e-01
3.2351e-01 1.4617e-22 1.0536e-22 7.6054e-26 2.9562e-22 1.4624e-22 4.0099e-22 5.4723e-22 5.4036e-01
3.2762e-01 1.4161e-22 1.0437e-22 7.0868e-26 2.9459e-22 1.4168e-22 3.9896e-22 5.4064e-22 5.4502e-01
3.3178e-01 1.3716e-22 1.0338e-22 6.6154e-26 2.9347e-22 1.3722e-22 3.9685e-22 5.3407e-22 5.4962e-01
3.3599e-01 1.3280e-22 1.0239e-22 6.1861e-26 2.9230e-22 1.3287e-22 3.9468e-22 5.2755e-22 5.5418e-01
3.4026e-01 1.2855e-22 1.0140e-22 5.7946e-26 2.9107e-22 1.2861e-22 3.9247e-22 5.2108e-22 5.5871e-01
3.4458e-01 1.2440e-22 1.0042e-22 5.4369e-26 2.8980e-22 1.2445e-22 3.9023e-22 5.1468e-22 5.6319e-01
3.4896e-01 1.2034e-22 9.9432e-23 5.1097e-26 2.8845e-22 1.2039e-22 3.8788e-22 5.0827e-22 5.6762e-01
3.5339e-01 1.1637e-22 9.8441e-23 4.8097e-26 2.8704e-22 1.1641e-22 3.8548e-22 5.0190e-22 5.7201e-01
3.5788e-01 1.1248e-22 9.7454e-23 4.5341e-26 2.8561e-22 1.1253e-22 3.8306e-22 4.9559e-22 5.7639e-01
3.6243e-01 1.0869e-22 9.6477e-23 4.2804e-26 2.8410e-22 1.0873e-22 3.8058e-22 4.8931e-22 5.8071e-01
3.6704e-01 1.0497e-22 9.5498e-23 4.0463e-26 2.8256e-22 1.0501e-22 3.7806e-22 4.8307e-22 5.8501e-01
3.7170e-01 1.0133e-22 9.4519e-23 3.8298e-26 2.8093e-22 1.0137e-22 3.7545e-22 4.7682e-22 5.8926e-01
3.7642e-01 9.7759e-23 9.3531e-23 3.6292e-26 2.7924e-22 9.7796e-23 3.7278e-22 4.7057e-22 5.9349e-01
3.8120e-01 9.4261e-23 9.2560e-23 3.4424e-26 2.7750e-22 9.4295e-23 3.7006e-22 4.6436e-22 5.9768e-01
3.8605e-01 9.0832e-23 9.1593e-23 3.2681e-26 2.7572e-22 9.0864e-23 3.6731e-22 4.5818e-22 6.0185e-01
3.9095e-01 8.7469e-23 9.0622e-23 3.1051e-26 2.7386e-22 8.7500e-23 3.6448e-22 4.5198e-22 6.0598e-01
3.9592e-01 8.4174e-23 8.9659e-23 2.9521e-26 2.7198e-22 8.4204e-23 3.6164e-22 4.4584e-22 6.1010e-01
4.0095e-01 8.0952e-23 8.8691e-23 2.8082e-26 2.7004e-22 8.0980e-23 3.5873e-22 4.3971e-22 6.1420e-01
4.0604e-01 7.7808e-23 8.7736e-23 2.6725e-26 2.6806e-22 7.7835e-23 3.5580e-22 4.3363e-22 6.1824e-01
4.1120e-01 7.4750e-23 8.6772e-23 2.5443e-26 2.6602e-22 7.4775e-23 3.5279e-22 4.2756e-22 6.2223e-01
4.1642e-01 7.1780e-23 8.5815e-23 2.4229e-26 2.6393e-22 7.1804e-23 3.4974e-22 4.2155e-22 6.2615e-01
4.2171e-01 6.8903e-23 8.4862e-23 2.3078e-26 2.6179e-22 6.8926e-23 3.4665e-22 4.1558e-22 6.3000e-01
4.2707e-01 6.6122e-23 8.3917e-23 2.1983e-26 2.5959e-22 6.6144e-23 3.4351e-22 4.0965e-22 6.3374e-01
4.3250e-01 6.3439e-23 8.2977e-23 2.0943e-26 2.5735e-22 6.3460e-23 3.4033e-22 4.0379e-22 6.3739e-01
4.3799e-01 6.0847e-23 8.2037e-23 1.9952e-26 2.5508e-22 6.0867e-23 3.3712e-22 3.9799e-22 6.4098e-01
4.4355e-01 5.8333e-23 8.1103e-23 1.9007e-26 2.5274e-22 5.8352e-23 3.3384e-22 3.9220e-22 6.4447e-01
4.4919e-01 5.5884e-23 8.0165e-23 1.8107e-26 2.5037e-22 5.5902e-23 3.3054e-22 3.8644e-22 6.4794e-01
4.5490e-01 5.3490e-23 7.9236e-23 1.7248e-26 2.4795e-22 5.3507e-23 3.2719e-22 3.8070e-22 6.5136e-01
4.6068e-01 5.1143e-23 7.8313e-23 1.6429e-26 2.4551e-22 5.1159e-23 3.2383e-22 3.7499e-22 6.5477e-01
4.6653e-01 4.8840e-23 7.7395e-23 1.5647e-26 2.4302e-22 4.8856e-23 3.2042e-22 3.6928e-22 6.5816e-01
4.7245e-01 4.6586e-23 7.6473e-23 1.4901e-26 2.4050e-22 4.6601e-23 3.1697e-22 3.6357e-22 6.6153e-01
4.7846e-01 4.4389e-23 7.5557e-23 1.4189e-26 2.3794e-22 4.4403e-23 3.1350e-22 3.5790e-22 6.6486e-01
4.8454e-01 4.2255e-23 7.4660e-23 1.3510e-26 2.3537e-22 4.2269e-23 3.1003e-22 3.5230e-22 6.6813e-01
4.9069e-01 4.0192e-23 7.3750e-23 1.2863e-26 2.3272e-22 4.0205e-23 3.0647e-22 3.4667e-22 6.7133e-01
4.9692e-01 3.8206e-23 7.2849e-23 1.2246e-26 2.3005e-22 3.8218e-23 3.0289e-22 3.4111e-22 6.7443e-01
5.0324e-01 3.6299e-23 7.1957e-23 1.1657e-26 2.2737e-22 3.6311e-23 2.9933e-22 3.3564e-22 6.7746e-01
5.0963e-01 3.4474e-23 7.1071e-23 1.1097e-26 2.2465e-22 3.4485e-23 2.9572e-22 3.3020e-22 6.8036e-01
5.1611e-01 3.2730e-23 7.0189e-23 1.0563e-26 2.2189e-22 3.2741e-23 2.9208e-22 3.2482e-22 6.8315e-01
5.2266e-01 3.1065e-23 6.9309e-23 1.0055e-26 2.1916e-22 3.1075e-23 2.8847e-22 3.1954e-22 6.8589e-01
5.2930e-01 2.9472e-23 6.8438e-23 9.5712e-27 2.1639e-22 2.9482e-23 2.8483e-22 3.1431e-22 6.8849e-01
5.3603e-01 2.7948e-23 6.7570e-23 9.1108e-27 2.1362e-22 2.7957e-23 2.8119e-22 3.0914e-22 6.9102e-01
5.4284e-01 2.6486e-23 6.6706e-23 8.6728e-27 2.1079e-22 2.6495e-23 2.7750e-22 3.0399e-22 6.9344e-01
5.4973e-01 2.5082e-23 6.5848e-23 8.2562e-27 2.0793e-22 2.5090e-23 2.7378e-22 2.9887e-22 6.9576e-01
5.5672e-01 2.3732e-23 6.5000e-23 7.8600e-27 2.0509e-22 2.3740e-23 2.7009e-22 2.9383e-22 6.9802e-01
5.6379e-01 2.2438e-23 6.4152e-23 7.4834e-27 2.0219e-22 2.2445e-23 2.6634e-22 2.8879e-22 7.0016e-01
5.7095e-01 2.1200e-23 6.3309e-23 7.1254e-27 1.9927e-22 2.1207e-23 2.6258e-22 2.8379e-22 7.0221e-01
5.7821e-01 2.0019e-23 6.2473e-23 6.7851e-27 1.9635e-22 2.0026e-23 2.5882e-22 2.7884e-22 7.0416e-01
5.8555e-01 1.8896e-23 6.1642e-23 6.4616e-27 1.9340e-22 1.8902e-23 2.5504e-22 2.7395e-22 7.0601e-01
5.9299e-01 1.7830e-23 6.0814e-23 6.1543e-27 1.9045e-22 1.7836e-23 2.5127e-22 2.6910e-22 7.0775e-01
6.0052e-01 1.6820e-23 5.9998e-23 5.8622e-27 1.8752e-22 1.6826e-23 2.4752e-22 2.6434e-22 7.0940e-01
6.0815e-01 1.5865e-23 5.9185e-23 5.5846e-27 1.8456e-22 1.5871e-23 2.4375e-22 2.5962e-22 7.1092e-01
6.1588e-01 1.4962e-23 5.8382e-23 5.3208e-27 1.8163e-22 1.4968e-23 2.4001e-22 2.5498e-22 7.1235e-01
6.2370e-01 1.4109e-23 5.7576e-23 5.0702e-27 1.7870e-22 1.4114e-23 2.3628e-22 2.5039e-22 7.1371e-01
6.3163e-01 1.3299e-23 5.6781e-23 4.8321e-27 1.7572e-22 1.3304e-23 2.3250e-22 2.4581e-22 7.1490e-01
6.3965e-01 1.2534e-23 5.5986e-23 4.6057e-27 1.7279e-22 1.2539e-23 2.2877e-22 2.4131e-22 7.1605e-01
6.4778e-01 1.1811e-23 5.5199e-23 4.3906e-27 1.6985e-22 1.1816e-23 2.2505e-22 2.3687e-22 7.1710e-01
6.5601e-01 1.1130e-23 5.4421e-23 4.1861e-27 1.6692e-22 1.1134e-23 2.2134e-22 2.3248e-22 7.1803e-01
6.6434e-01 1.0489e-23 5.3653e-23 3.9917e-27 1.6397e-22 1.0493e-23 2.1762e-22 2.2811e-22 7.1882e-01
6.7278e-01 9.8863e-24 5.2891e-23 3.8068e-27 1.6102e-22 9.8901e-24 2.1391e-22 2.2380e-22 7.1950e-01
6.8133e-01 9.3217e-24 5.2135e-23 3.6310e-27 1.5808e-22 9.3254e-24 2.1021e-22 2.1954e-22 7.2006e-01
6.8998e-01 8.7939e-24 5.1389e-23 3.4637e-27 1.5515e-22 8.7973e-24 2.0654e-22 2.1534e-22 7.2052e-01
6.9875e-01 8.3013e-24 5.0644e-23 3.3046e-27 1.5222e-22 8.3046e-24 2.0287e-22 2.1117e-22 7.2086e-01
7.0763e-01 7.8428e-24 4.9910e-23 3.1533e-27 1.4933e-22 7.8459e-24 1.9924e-22 2.0709e-22 7.2112e-01
7.1662e-01 7.4160e-24 4.9184e-23 3.0092e-27 1.4645e-22 7.4190e-24 1.9563e-22 2.0305e-22 7.2126e-01
7.2572e-01 7.0192e-24 4.8469e-23 2.8721e-27 1.4355e-22 7.0221e-24 1.9202e-22 1.9904e-22 7.2122e-01
7.3494e-01 6.6500e-24 4.7754e-23 2.7416e-27 1.4070e-22 6.6528e-24 1.8845e-22 1.9511e-22 7.2116e-01
7.4428e-01 6.3063e-24 4.7048e-23 2.6173e-27 1.3787e-22 6.3089e-24 1.8492e-22 1.9123e-22 7.2099e-01
